,de,en-GB,en,es,es-MX,fr-CA,fr,it,ja,ko,nl,ru,zh-Hans,zh-Hant
FesRecord_GuideVote,"Du kannst deine Wahl in dieser Umfrage bis zu deiner endgültigen Entscheidung beliebig oft ändern.<br />Sieh dir an, wie sich deine Freunde entscheiden, und triff deine endgültige Wahl am Splatfest-Wahlstand auf dem Platz in Splatsville.","You can change your answer to this poll as many times as you like before joining a team.<br />Look at everyone's plans, then go to the Pledge Box in the Splatsville square to join a team.","You can change your answer to this poll as many times as you like before joining a team.<br />Look at everyone's plans, then go to the Pledge Box in the Splatsville square to join a team.",Puedes modificar tu respuesta a esta encuesta tantas veces como quieras antes de unirte a un equipo.<br />Consulta lo que piensan hacer los demás y únete a un equipo votando en el terminal situado en la plaza de Tintelia.,Puedes modificar tu respuesta a esta encuesta todas las veces que quieras antes de unirte a un equipo.<br />Consulta lo que piensan hacer los demás y únete a un equipo votando en el kiosco situado en la plaza de Tintelia.,"Tu peux changer ton vote autant de fois que tu le souhaites avant de confirmer définitivement ton choix.<br />Consulte les intentions de chacun, puis rends-toi à la borne festive de Cité-Clabousse pour rejoindre une équipe.","Tu peux changer ton vote autant de fois que tu le souhaites avant de confirmer définitivement ton choix.<br />Consulte les intentions de chacun, puis rends-toi à l'urne festive de Cité-Clabousse pour rejoindre une équipe.","Puoi cambiare la tua risposta tutte le volte che vuoi<br />prima di unirti a una squadra. Consulta la decisione<br />degli altri, quindi vai al terminal nella piazza di<br />Splatville per unirti a una squadra.",このアンケートはゲーム内で投票するまで何度でも変更できます。<br />みんなの予定を見て、バンカラ街の広場にある投票所から投票しましょう。,이 설문은 게임 내 투표를 완료하기 전까지<br />몇 번이든 변경할 수 있습니다. 모두의 예정을 보고<br />카오폴리스 타운 광장의 투표소에서 투표해 보세요.,Je kunt je antwoord op deze peiling zo vaak als je wilt veranderen voordat je een team kiest.<br />Bekijk wat je vrienden van plan zijn en ga dan naar de stembus op het plein in Splatsville om een team te kiezen.,"Можешь менять свой выбор сколько хочешь до того, как ты присоединишься к команде.<br />Сравни свои планы с другими и присоединяйся к любой команде в терминале для голосования на плюхтонской площади!",该问卷在游戏内投票前可随意进行更改。<br />查看大家预定参加的队伍，再去蛮颓镇广场的投票所完成投票吧！,此問卷在遊戲內進行投票前可隨意更改。<br />查看大家預定參加的陣營，然後到蠻頹鎮廣場的投票所完成投票吧！
FesRecord_GuideWillParticipates,Deine Freunde könnten sich noch umentscheiden.,Your friends could still change their minds.,Your friends could still change their minds.,Tus amigos aún podrían cambiar de idea.,Tus amigos todavía pueden cambiar de idea.,Tes amis peuvent encore changer d'avis.,Tes amis peuvent encore changer d'avis.,I tuoi amici possono ancora cambiare idea.,参加予定のフレンドはチームが変わることがあります,참가 예정인 친구의 팀이 변경될 수 있습니다,Je vrienden kunnen nog steeds van team wisselen.,Друзья могут и передумать!,预定参加的好友可能会更改队伍,預定參加的朋友將有可能會更改隊伍
FesRecord_HighestFestPower,Rekord Splatfest-Power,Highest Splatfest Power,Highest Splatfest Power,Mayor energía festiva,Mayor fuerza festiva,Meilleure puissance du festival,Festival Power max,Record energia festival,最高フェスパワー,최고 페스티벌 파워,Grootste Splatfest-kracht,Топ-сила в Сплатфесте,最高祭典战力,最高祭典戰力
FesRecord_Horagai,Tritonshörner,Conch Shells,Conch Shells,Tasa de caracolas,Caracolas,Conques,Conques,Conchiglie,ホラガイ獲得率,소라고둥 획득률,Prijsschelpen,Раковины,法螺获得率,法螺獲得率
FesRecord_NotVoted,Unentschlossen,Undecided,Undecided,No se ha decidido,No se ha decidido,Indécis,Indécis,Indecisi,未定のフレンド,미정인 친구,Twijfelt nog,Не определились,未定的好友,未定的朋友
FesRecord_OnGoing,Jetzt geöffnet!,Open Now!,Open Now!,¡En curso!,¡En curso!,En cours!,En cours !,In corso!,開催中！！,개최 중!!,Nu geopend!,Идет!,举行中！！,舉行中！！
FesRecord_PastFestivals,Bisherige Splatfeste,Splatfests So Far,Splatfests So Far,Festivales anteriores,Festivales,Festivals précédents,Festivals précédents,Festival precedenti,これまでのフェス,지금까지의 페스티벌,Splatfests tot nu toe,Предыдущие Сплатфесты,至今为止的祭典,至今為止的祭典
FesRecord_PreVoteButton,Abstimmung eröffnet,Poll Open,Poll Open,Encuesta en curso,Encuesta en curso,Vote en cours,Vote en cours,Votazioni aperte,アンケート実施中,설문 실시 중,Stemming geopend,Идет голосование,问卷实施中,問卷實施中
FesRecord_PreVoteGuide,"Sieh dir an, welchem Team deine Freunde beitreten.<br />Trommle deine Crew zusammen und macht euch bereit!",Check out which team your friends are gonna join.<br />Gather your crew and get ready to splat!,Check out which team your friends are gonna join.<br />Gather your crew and get ready to splat!,Consulta a qué equipos piensan unirse tus amigos.<br />¡Id preparando vuestras formaciones para competir!,Consulta a qué equipos piensan unirse tus amigos.<br />¡Vayan preparando sus grupos para competir!,Découvre pour quelle équipe ont opté tes amis<br />et rassemble ton clan avant la bataille!,Découvre pour quelle équipe ont opté tes amis<br />et rassemble ton clan avant la bataille !,Scopri a quale squadra si uniranno i tuoi amici.<br />Crea la tua formazione e preparati a splattare!,フレンドの参加予定を見ることができます。<br />みんなでチームを組んで参加しよう！,친구의 참가 예정을 볼 수 있습니다.<br />다 함께 팀을 만들어 참가해 보세요!,Bekijk met welk team je vrienden meedoen.<br />Verzamel je crew en bereid je voor!,"Посмотри, к какой команде хотят присоединиться<br />твои друзья. Набери свою команду, и вперед!",可以查看好友预定参加的队伍，<br />大家一起组队参加吧！,可以查看朋友預定參加的陣營，<br />大家一起組隊參加吧！
FesRecord_PreVoteTitle,Für welches Team wollt ihr kämpfen?<br />Entscheidet euch jetzt!,Which team is everyone going with?<br />Vote now!,Which team is everyone going with?<br />Vote now!,¿A qué equipo pensáis apoyar?<br />¡La encuesta está en marcha!,¿A qué equipo piensan apoyar?<br />¡La encuesta está abierta!,Quelle équipe va l'emporter?<br />Cours voter!,Quelle équipe va l'emporter ?<br />Cours voter !,Quale squadra sceglieranno gli altri?<br />Vota ora!,みんなどこにする？<br />アンケート実施中,여러분의 선택은 어느 쪽?<br />설문 실시 중,Met welk team wil iedereen meedoen?<br />Stem nu!,За какую команду болеешь?<br />Айда голосовать!,大家要选择哪个队伍呢？<br />问卷实施中,大家要選擇哪個陣營？<br />問卷實施中
FesRecord_Rank,.<small> Platz</small>,<small>Place: </small> - ,<small>Place: </small> - ,<small>Posición:</small>  - ,- º <small>lugar</small> con,<small>Place : </small> - ,<small>Place : </small> - ,º<small> posto</small>,<small>位</small>,<small>위</small>,e<small> plaats</small>,<small>-е место</small>: ,<small>第</small> <small>名</small>,<small>第</small> <small>名</small>
FesRecord_Regular,Offen,Open,Open,Informal,Informal,Ouvert,Ouvert,Aperta,オープン,오픈,Open,Открытый,开放,開放
FesRecord_SeeAllVotes,Teams deiner Freunde,Friends' Teams,Friends' Teams,Equipos de tus amigos,Equipos de tus amigos,Équipes de tes amis,Équipes de tes amis,Squadre degli amici,フレンドの参加チームを見る,친구의 참가 팀 보기,Teams van je vrienden,Команды друзей,查看好友参加的队伍,查看朋友參加的隊伍
FesRecord_SeeFestRanking,Splatfest Top 100,View Splatfest Top 100,View Splatfest Top 100,Ver los 100 mejores,Ver los 100 mejores,Voir le top 100 du festival,Voir le top 100 du festival,Vedi Top 100 festival,フェス100ケツを見る,페스티벌 톱 100 보기,Splatfest Top 100 bekijken,ТОП-100 (Сплатфест),查看祭典百杰,查看祭典100豪傑
FesRecord_Title,Splatfest-Statistiken,Splatfest Stats,Splatfest Stats,Festivales,Festivales,Stats - festivals,Stats - festivals,Statistiche festival,フェスのきろく,페스티벌 기록,Splatfest-statistieken,Сплатфесты,祭典记录,祭典記錄
FesRecord_Total,Gesamt,Total,Total,Total:,Total:,Total,Total,Totale:,るいけい,누적,Totaal,Всего:,累计,累計
FesRecord_Undecided,Noch ausstehend,Pending,Pending,Pendiente,Pendiente,En suspens,En suspens,Indecisi,未定,미정,Nog open,Пока нет голоса,未定,未定
FesRecord_Vote,Interessiert,Planning to Join,Planning to Join,Piensa participar,Piensa participar,Participation prévue,Je compte participer !,Parteciperò,参加予定,참가 예정,Ik doe mee!,Присоединятся,预定参加,預定參加
FesRecord_VoteRatio,Stimmen,Votes,Votes,Votos,Votos,Votes,Votes,Voti,得票率,득표율,Stemmen,Симпатии,得票率,得票率
FesRecord_Voted,Abgestimmt,Voted,Voted,Ha contestado,Respondió,J'ai voté!,Ont voté,Voto effettuato,回答済み,응답 완료,Gestemd,Проголосовали,已回答,答覆完成
FesRecord_VotedInGame,Schon beigetreten,Already Joined,Already Joined,Ha votado,Ya votó,Se sont déjà exprimés,Se sont déjà exprimés,Voto effettuato,投票済み,투표 완료,Deelnemer,Уже присоединились,投票完成,投票完成
FesRecord_VotingStatus,So haben deine Freunde gewählt,How Your Friends Voted,How Your Friends Voted,Votos de amigos,Respuestas de amigos,Votes de tes amis,Votes de tes amis,Voto dei tuoi amici,フレンドの投票状況,친구 투표 상황,Zo hebben je vrienden gestemd,Голоса друзей,好友的投票情况,朋友的投票狀況
FesRecord_WaitingForResult,Ergebnisberechnung...,Calculating results...,Calculating results...,Calculando los resultados...,Calculando los resultados...,Calcul des résultats...,Calcul des résultats...,Calcolo dei risultati...,結果を集計中です,결과를 집계 중입니다,Bezig de uitslag te berekenen...,Данных об итогах еще нет...,正在统计结果,正在統計結果
FesRecord_Win,Sieg!,VICTORY,VICTORY,Victoria,Victoria,VICTOIRE,VICTOIRE,Vittoria,WIN!,WIN!,Gewonnen!,Успех!,WIN!,WIN！
FesRecord_WinTeam,Sieg für <span></span>!,<span></span> Wins!,<span></span> Wins!,¡Victoria de <span></span>!,¡Victoria de <span></span>!,<span></span> l'emporte!,<span></span> l'emporte !,Vittoria per <span></span>!,<span></span>の勝利！,<span></span> 승리!,<span></span> heeft gewonnen!,Победа: <span></span>!,<span></span>获胜！,<span></span>獲勝！
FesRecord_YourRecord,Statistiken,Your Stats,Your Stats,Tus estadísticas,Tus estadísticas,Tes stats,Tes stats,Le tue statistiche,あなたのきろく,당신의 기록,Je statistieken,Твои особенности,个人记录,個人記錄
Footer_BigrunAnnouncement,<em>Big Run</em>! Alarm! Salmoniden im Anmarsch!,<em>Big Run</em> alert issued! Beware of approaching Salmonids!,<em>Big Run</em> alert issued! Beware of approaching Salmonids!,¡Alerta de <em>Big Run</em>! ¡Atención a los salmónidos que se aproximan!,¡Alerta de <em>Big Run</em>! ¡Cuidado con los salmónidos que se aproximan!,Alerte <em>Big Run</em>! Gare aux salmonoïdes!,Alerte <em>Big Run</em> ! Gare aux Salmonoïdes !,Allerta <em>Big Run</em>! Attenzione ai Salmonoidi in arrivo!,<em>ビッグラン</em>警報発令！シャケの接近に注意！,<em>빅 런</em> 경보 발령! 연어 접근 주의!,<em>Big Run</em>-alarm! De Salmonieten zijn in aantocht!,"Поступило предупреждение о <em>Big Run</em>! Берегись, самониды наступают!",<em>大型跑</em>警报响起！小心鲑鱼接近！,<em>大型跑</em>警報！小心鮭魚侵襲！
Footer_BigrunNowOpening,<em>Big Run</em> läuft! Beschütze die Stadt vor den Salmoniden!,<em>Big Run</em> in progress! Protect the city from Salmonids!,<em>Big Run</em> in progress! Protect the city from Salmonids!,¡<em>Big Run</em> en marcha! ¡A defender la ciudad de los salmónidos!,¡<em>Big Run</em> en marcha! ¡A defender la ciudad de los salmónidos!,<em>Big Run</em> en cours! Protège la ville des salmonoïdes!,<em>Big Run</em> en cours ! Protège la ville des Salmonoïdes !,<em>Big Run</em> in corso! Proteggi la città dai Salmonoidi!,<em>ビッグラン</em>発生中！シャケから街を守れ！,<em>빅 런</em> 발생 중! 연어로부터 타운을 지켜라!,<em>Big Run</em> aan de gang! Bescherm de stad tegen de Salmonieten!,<em>Big Run</em> в самом разгаре! Защити город от самонидов!,<em>大型跑</em>正在发生！保护城镇免受鲑鱼侵害！,<em>大型跑</em>發生中！保護城鎮免受鮭魚侵害！
Footer_EndOfSeason,Die <em></em> ist fast vorbei!,<em></em> is almost over!,<em></em> is almost over!,¡<em></em> casi concluida!,¡<em></em> casi concluida!,<em></em> bientôt terminée!,<em></em> bientôt terminée !,<em></em> quasi finita!,もうすぐ <em></em> が終了します。,<em></em> 종료가 머지않았습니다.,Het <em></em> is bijna voorbij!,<em></em> подходит к концу!,<em></em> 即将结束。,<em></em>即將結束。
Footer_EndOfSeason_,Die <em></em> ist fast vorbei!,<em></em> is almost over!,<em></em> is almost over!,¡<em></em> casi concluida!,¡<em></em> casi concluida!,<em></em> bientôt terminée!,<em></em> bientôt terminée !,<em></em> quasi finita!,もうすぐ <em></em> が終了します。,<em></em> 종료가 머지않았습니다.,Het <em></em> is bijna voorbij!,<em></em> подходит к концу!,<em></em> 即将结束。,<em></em>即將結束。
Footer_FestAnnouncement,<em></em> Splatfest läuft! Wähle ein Team und nichts wie losgekleckst!,<em></em> Splatfest open! Choose a team and dive in!,<em></em> Splatfest open! Choose a team and dive in!,¡El festival <em></em> está en marcha! ¡Apúntate a uno de los bandos!,¡El festival <em></em> está en marcha! ¡Elige tu equipo favorito!,Le festival « <em></em> » a commencé! Choisis ton équipe et plonge au cœur de l'action!,Le festival « <em></em> » a commencé ! Choisis ton camp et plonge au cœur de l'action !,Festival <em></em> in corso! Scegli una squadra e gettati nella mischia!,<em></em> フェス開催！アンケートに回答してフレンドと一緒に参加しよう！,<em></em> 페스티벌 개최! 설문에 대답하고 친구와 함께 참가하자!,Het <em></em>-Splatfest is geopend! Kies een team en duik in de actie!,<em></em> Идет Сплатфест! Выбери команду и присоединяйся!,<em></em> 祭典开始！回答问卷，和好友一起参加吧！,<em></em>祭典開幕！快去完成問卷，和朋友一起參加吧！
